Key,Date,mmdd,DayOfTheWeek,Area,Distance,Timestamp,Tip,OrderAmount,TipPercent,Housing,GenderOfTipper,Cash/Credit_Tip,Cash/Credit_Order,GenderOfDeliverer,PersonWhoDelivered,Area(text),Latitude,Longitude,month
1,42196,711,Saturday,6,2.2,0.736111111,5.06,19.94,0.253761284,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
2,42293,1016,Friday,9,1,0.736111111,4.17,20.83,0.200192031,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
3,42232,816,Sunday,2,3,0.734722222,2,15.27,0.130975769,Apartment,Male,Cash,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
4,42265,918,Friday,6,1.8,0.734722222,3,27.63,0.108577633,House,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
5,42204,719,Sunday,6,1.3,0.734027778,3.5,32.13,0.108932462,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
6,42244,828,Friday,3,3.1,0.734027778,0,37.85,0,Apartment,Male,-,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Aug
7,42245,829,Saturday,7,3.2,0.734027778,5,28.04,0.17831669,House,Male,Cash,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
8,42274,927,Sunday,2,2.8,0.734027778,2,20,0.1,House,Female,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
9,42211,726,Sunday,1,2.3,0.733333333,1.73,15.27,0.113294041,House,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Jul
10,42231,815,Saturday,3,2.5,0.733333333,1.82,17.18,0.105937136,Apartment,Female,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
11,42254,907,Monday,8,7.8,0.733333333,4,27.35,0.146252285,House,Male,Credit,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Sep
12,42231,815,Saturday,3,2,0.732638889,1.5,17,0.088235294,Apartment,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
13,42246,830,Sunday,3,2.7,0.732638889,0.05,18.9,0.002645503,Apartment,Male,-,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
14,42252,905,Saturday,1,2.5,0.732638889,2,15.18,0.131752306,House,Male,Cash,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
15,42253,906,Sunday,5,0.8,0.732638889,3,21.43,0.139990667,Apartment,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
16,42261,914,Monday,1,3.4,0.732638889,3,24.46,0.122649223,House,Female,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Sep
17,42302,1025,Sunday,4,2.6,0.732638889,3,23.14,0.129645635,Apartment,Male,Credit,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Oct
18,42309,1101,Sunday,5,1.8,0.732638889,4,25.33,0.157915515,House,Male,Cash,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Nov
19,42236,820,Thursday,1,2.3,0.73125,5,35.17,0.142166619,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
20,42274,927,Sunday,1,2.4,0.73125,5,20.12,0.248508946,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Sep
21,42300,1023,Friday,3,2,0.73125,3,22.08,0.135869565,Business,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
22,42303,1026,Monday,9,0.9,0.73125,5,32.64,0.153186275,Apartment,Male,Cash,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
23,42197,712,Sunday,6,1,0.730555556,6,29.9,0.200668896,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
24,42238,822,Saturday,2,1.7,0.730555556,0,22.08,0,Apartment,Male,-,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
25,42240,824,Monday,6,0.2,0.730555556,3,15.71,0.190961171,Apartment,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
26,42253,906,Sunday,5,1.1,0.730555556,2,24.55,0.081466395,House,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
27,42254,907,Monday,1,3,0.730555556,3,12.51,0.239808153,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
28,42296,1019,Monday,5,1.5,0.730555556,0,27.98,0,Apartment,Female,-,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
29,42233,817,Monday,6,1,0.729861111,4,20.22,0.197823937,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
30,42251,904,Friday,8,8.1,0.729861111,6,18.9,0.317460317,House,Male,Credit,Credit,Male,Angel,Hidden Springs,43.723879,-116.255046,Sep
31,42275,928,Monday,3,2.7,0.729861111,0.21,21.79,0.009637448,Apartment,Female,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Sep
32,42218,802,Sunday,3,1.8,0.729166667,2,23.66,0.084530854,House,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Aug
33,42273,926,Saturday,3,3,0.729166667,5,33.7,0.148367953,Apartment,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Sep
34,42301,1024,Saturday,6,2.2,0.729166667,6.49,43.61,0.148819078,House,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
35,42203,718,Saturday,3,3.4,0.727777778,2.92,22.08,0.132246377,House,Female,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Jul
36,42275,928,Monday,3,2.3,0.727777778,5,27.88,0.179340029,House,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Sep
37,42301,1024,Saturday,8,8.4,0.727777778,7,40.44,0.173095945,House,Female,Credit,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Oct
38,42245,829,Saturday,2,1.7,0.727083333,6.54,20.46,0.319648094,Apartment,Female,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
39,42246,830,Sunday,6,1.2,0.727083333,6,24.16,0.248344371,Apartment,Female,Cash,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
40,42224,808,Saturday,3,2.7,0.726388889,4,24.59,0.162667751,Apartment,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Aug
41,42239,823,Sunday,9,0.4,0.726388889,3.69,26.31,0.140250855,Apartment,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
42,42267,920,Sunday,6,1.3,0.726388889,5,23.13,0.216169477,House,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
43,42286,1009,Friday,5,1.2,0.726388889,3,28.12,0.106685633,House,Male,Cash,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
44,42289,1012,Monday,6,0.8,0.726388889,0,14.65,0,Apartment,Male,-,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
45,42209,724,Friday,3,2.7,0.725694444,2.22,16.78,0.132300358,House,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Jul
46,42233,817,Monday,6,0.9,0.725694444,4,21.76,0.183823529,House,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
47,42238,822,Saturday,4,1.7,0.725694444,6.83,33.17,0.205908954,House,Female,Cash,Cash,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
48,42282,1005,Monday,2,1.2,0.725694444,5,32.67,0.153045608,House,Female,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
49,42293,1016,Friday,9,0.3,0.725694444,10,61.61,0.162311313,Apartment,Male,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
50,42211,726,Sunday,5,1,0.725,2.56,15.44,0.165803109,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
51,42213,728,Tuesday,7,3.1,0.725,4,23.65,0.169133192,House,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Jul
52,42218,802,Sunday,9,0.6,0.725,3,21.55,0.139211137,Apartment,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
53,42266,919,Saturday,6,1.9,0.725,5,40.05,0.124843945,House,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
54,42274,927,Sunday,1,1.8,0.725,3,21,0.142857143,House,Female,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Sep
55,42282,1005,Monday,1,2.9,0.725,4,36.9,0.108401084,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Oct
56,42293,1016,Friday,9,0.6,0.724305556,2,18.18,0.110011001,House,Female,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
57,42244,828,Friday,5,1.4,0.723611111,3.73,15.27,0.24426981,House,Male,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
58,42260,913,Sunday,8,7.7,0.723611111,6.56,28.44,0.230661041,House,Female,Cash,Cash,Female,Sammie,Hidden Springs,43.723879,-116.255046,Sep
59,42288,1011,Sunday,8,8.2,0.722916667,6,21.8,0.275229358,House,Male,Cash,Credit,Male,Angel,Hidden Springs,43.723879,-116.255046,Oct
60,42247,831,Monday,2,2.3,0.722222222,3.14,23.86,0.131601006,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
61,42294,1017,Saturday,1,3.5,0.722222222,1.46,12.54,0.116427432,Business,Male,Cash,Cash,Female,Sammie,North End,43.633105,-116.208304,Oct
62,42295,1018,Sunday,1,3.7,0.722222222,5,24.01,0.208246564,House,Female,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Oct
63,42204,719,Sunday,6,2,0.721527778,2,23.14,0.086430424,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
64,42247,831,Monday,5,0.9,0.721527778,0,28.84,0,House,Female,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
65,42253,906,Sunday,6,1.8,0.721527778,3,27.35,0.109689214,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
66,42307,1030,Friday,4,3,0.721527778,4.94,25.06,0.197126895,House,Male,Cash,Cash,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Oct
67,42281,1004,Sunday,10,3.7,0.720833333,3.26,38.74,0.084150749,House,Male,Cash,Cash,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Oct
68,42231,815,Saturday,3,2.4,0.720138889,2,62.33,0.032087277,House,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Aug
69,42236,820,Thursday,9,0.7,0.720138889,3,25.98,0.115473441,Apartment,Male,Cash,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
70,42252,905,Saturday,9,0.5,0.720138889,7,43,0.162790698,Apartment,Male,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
71,42274,927,Sunday,2,2.5,0.720138889,4,21,0.19047619,Apartment,Male,Cash,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
72,42295,1018,Sunday,7,2.6,0.720138889,5,18.9,0.264550265,Apartment,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
73,42239,823,Sunday,4,1.9,0.719444444,1.93,31.07,0.062117799,House,Male,Cash,Cash,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
74,42268,921,Monday,6,2.6,0.719444444,3,14.65,0.204778157,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
75,42287,1010,Saturday,3,2.2,0.71875,1.56,28.44,0.054852321,Business,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
76,42225,809,Sunday,6,0.9,0.718055556,3,11.86,0.252951096,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
77,42258,911,Friday,1,3.1,0.718055556,10,35.19,0.28417164,Apartment,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Sep
78,42272,925,Friday,7,2.7,0.718055556,6.1,18.9,0.322751323,Apartment,Female,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
79,42238,822,Saturday,4,3,0.716666667,1.5,10.26,0.14619883,House,Male,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
80,42309,1101,Sunday,1,3.5,0.715972222,4,26.6,0.15037594,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Nov
81,42260,913,Sunday,6,1.2,0.715277778,1,11.86,0.084317032,Apartment,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
82,42227,811,Tuesday,3,2.1,0.714583333,2,16.77,0.119260584,Apartment,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
83,42274,927,Sunday,7,2.6,0.714583333,1,14.65,0.068259386,House,Female,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
84,42274,927,Sunday,3,3.1,0.714583333,4,12.87,0.310800311,House,Female,Cash,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Sep
85,42287,1010,Saturday,8,8.1,0.714583333,4,27.37,0.146145415,House,Female,Cash,Credit,Male,Angel,Hidden Springs,43.723879,-116.255046,Oct
86,42294,1017,Saturday,1,3.1,0.714583333,4,21.36,0.187265918,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Oct
87,42238,822,Saturday,9,0.4,0.713888889,2,38.48,0.051975052,Apartment,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
88,42245,829,Saturday,1,2.3,0.713194444,3,14.65,0.204778157,House,Female,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
89,42302,1025,Sunday,8,7.4,0.713194444,8,17.84,0.448430493,House,Female,Cash,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Oct
90,42228,812,Wednesday,4,4.8,0.7125,5,30.97,0.161446561,House,Female,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
91,42288,1011,Sunday,1,2.1,0.7125,3.58,28.42,0.125967628,House,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Oct
92,42252,905,Saturday,2,3.1,0.711805556,1,14.65,0.068259386,Hotel,Male,Cash,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
93,42308,1031,Saturday,10,5,0.711111111,4.6,18.4,0.25,House,Female,Cash,Cash,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Oct
94,42246,830,Sunday,5,1.1,0.710416667,3.73,12.27,0.30399348,House,Female,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
95,42209,724,Friday,6,1.5,0.709722222,5.02,25.98,0.193225558,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
96,42228,812,Wednesday,9,0.0882576,0.709027778,10,17.3,0.578034682,Apartment,Female,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
97,42218,802,Sunday,6,0.8,0.708333333,1.28,15.72,0.081424936,Apartment,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
98,42225,809,Sunday,5,1.5,0.708333333,4,37.92,0.105485232,House,Female,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
99,42233,817,Monday,1,2,0.708333333,3,14.65,0.204778157,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
100,42288,1011,Sunday,5,1.3,0.708333333,2.29,15.71,0.145767027,House,Female,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
101,42295,1018,Sunday,3,2.4,0.708333333,0,15.71,0,Business,Male,-,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Oct
102,42302,1025,Sunday,3,2.7,0.708333333,2.1,18.9,0.111111111,Hotel,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
103,42233,817,Monday,5,1.5,0.707638889,2,14.49,0.138026225,House,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
104,42253,906,Sunday,8,6.4,0.707638889,4.17,20.83,0.200192031,House,Male,Cash,Cash,Female,Sammie,Hidden Springs,43.723879,-116.255046,Sep
105,42231,815,Saturday,5,0.9,0.706944444,2.25,17.75,0.126760563,House,Female,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
106,42232,816,Sunday,7,2.9,0.706944444,3,11.48,0.261324042,House,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
107,42267,920,Sunday,2,2.2,0.70625,11.56,28.44,0.406469761,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
108,42288,1011,Sunday,8,8.1,0.70625,4.62,45.38,0.101806963,House,Female,Cash,Cash,Female,Sammie,Hidden Springs,43.723879,-116.255046,Oct
109,42236,820,Thursday,3,3.1,0.705555556,3,20.17,0.148735746,Business,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
110,42217,801,Saturday,6,1.7,0.704861111,3,3.93,0.763358779,House,Female,Cash,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
111,42229,813,Thursday,5,1.1,0.704861111,4.69,24.31,0.192924722,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
112,42238,822,Saturday,3,2.3,0.704861111,4.98,39.02,0.127626858,Apartment,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
113,42235,819,Wednesday,6,2.2,0.704166667,2,15.18,0.131752306,House,Male,Cash,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
114,42252,905,Saturday,6,1.3,0.703472222,5,25.66,0.194855807,House,Male,Cash,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
115,42246,830,Sunday,3,3.1,0.702777778,1.99,14.01,0.142041399,Apartment,Female,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
116,42238,822,Saturday,2,2.6,0.702083333,3,17.42,0.172215844,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
117,42267,920,Sunday,10,3.8,0.702083333,2,15.44,0.129533679,Apartment,Male,Cash,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Sep
118,42309,1101,Sunday,2,1.7,0.702083333,1.17,8.83,0.132502831,Apartment,Female,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Nov
119,42260,913,Sunday,6,1,0.700694444,4.59,30.41,0.150937192,Apartment,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
120,42245,829,Saturday,6,0.3,0.699305556,3.06,14.94,0.204819277,Apartment,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
121,42245,829,Saturday,6,1.8,0.699305556,2.82,17.18,0.164144354,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
122,42236,820,Thursday,2,3.5,0.698611111,5.64,19.36,0.291322314,Business,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
123,42287,1010,Saturday,2,2.9,0.698611111,2,21.43,0.093327112,House,Male,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
124,42302,1025,Sunday,2,2.9,0.698611111,0,15.44,0,Hotel,Male,-,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
125,42218,802,Sunday,1,2.6,0.697916667,0.12,14.88,0.008064516,House,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Aug
126,42267,920,Sunday,4,2.8,0.697916667,5,24.8,0.201612903,House,Female,Cash,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Sep
127,42211,726,Sunday,7,2.9,0.697222222,5,34.77,0.143802128,House,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Jul
128,42267,920,Sunday,5,1,0.697222222,1,9.36,0.106837607,House,Male,Cash,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
129,42287,1010,Saturday,3,3,0.697222222,0,27.07,0,House,Female,-,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
130,42204,719,Sunday,9,2.73,0.696527778,8.81,27.19,0.324016182,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
131,42224,808,Saturday,4,3.3,0.696527778,5,33.72,0.148279953,Apartment,Male,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
132,42231,815,Saturday,7,3.4,0.695833333,5,25.78,0.193948798,House,Female,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
133,42273,926,Saturday,8,8.4,0.695833333,5,26.31,0.190041809,House,Male,Credit,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Sep
134,42220,804,Tuesday,5,1.5,0.695138889,3,12.53,0.239425379,House,Male,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
135,42253,906,Sunday,9,2.5,0.695138889,3.57,28.43,0.125571579,House,Male,Cash,Cash,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
136,42211,726,Sunday,5,1.2,0.694444444,3,19.94,0.150451354,House,Male,Cash,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
137,42204,719,Sunday,2,2.6,0.69375,2.92,22.08,0.132246377,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
138,42228,812,Wednesday,10,3.1,0.69375,10,27.37,0.365363537,Apartment,Female,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
139,42274,927,Sunday,6,1.1,0.693055556,4.33,32.67,0.132537496,House,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
140,42203,718,Saturday,1,2.7,0.692361111,3,21,0.142857143,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Jul
141,42221,805,Wednesday,1,2.5,0.692361111,4,18.88,0.211864407,House,Female,Cash,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
142,42227,811,Tuesday,7,3.3,0.692361111,0.97,15.03,0.064537591,House,Female,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
143,42246,830,Sunday,2,2,0.692361111,5,27.11,0.184433788,House,Female,Cash,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
144,42217,801,Saturday,6,0.3,0.691666667,1,8.83,0.113250283,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
145,42266,919,Saturday,5,0.0602273,0.691666667,2.02,12.53,0.161213089,House,Female,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
146,42229,813,Thursday,7,2.9,0.688888889,4,41.65,0.096038415,House,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
147,42260,913,Sunday,6,1.3,0.688888889,5,32.76,0.152625153,House,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
148,42220,804,Tuesday,6,0.2,0.688194444,2.28,15.72,0.145038168,Apartment,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
149,42252,905,Saturday,2,2.3,0.6875,7.22,25.78,0.280062064,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
150,42288,1011,Sunday,1,2,0.6875,10,25.65,0.389863548,House,Female,Cash,Credit,Female,Sammie,North End,43.633105,-116.208304,Oct
151,42288,1011,Sunday,1,2.8,0.6875,4,28.48,0.140449438,House,Female,Cash,Credit,Female,Sammie,North End,43.633105,-116.208304,Oct
152,42217,801,Saturday,5,2,0.686805556,2.26,16.74,0.135005974,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
153,42236,820,Thursday,7,2.4,0.686805556,5,15.27,0.327439424,House,Female,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
154,42267,920,Sunday,5,1.5,0.686805556,4,17.51,0.228440891,House,Male,Cash,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
155,42225,809,Sunday,3,3,0.686111111,2.74,22.26,0.123090746,Apartment,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
156,42267,920,Sunday,5,0.2,0.686111111,1.99,11.47,0.173496077,House,Female,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
157,42231,815,Saturday,2,1.5,0.685416667,5,40.59,0.12318305,House,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
158,42238,822,Saturday,3,2.7,0.684722222,2,22.44,0.08912656,House,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
159,42273,926,Saturday,1,2,0.684722222,4,23.66,0.169061708,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
160,42203,718,Saturday,2,3.2,0.683333333,4.69,19.31,0.242879337,Hotel,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
161,42229,813,Thursday,6,1,0.682638889,2,13.28,0.15060241,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
162,42211,726,Sunday,2,2.9,0.681944444,6,14.65,0.409556314,House,Female,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
163,42309,1101,Sunday,1,2.8,0.681944444,5,16.73,0.298864316,House,Female,Cash,Credit,Female,Sammie,North End,43.633105,-116.208304,Nov
164,42203,718,Saturday,6,1.7,0.679861111,3.95,28.05,0.140819964,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
165,42288,1011,Sunday,6,0.2,0.679861111,3,21,0.142857143,Apartment,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
166,42295,1018,Sunday,2,2.8,0.679861111,3.39,24.61,0.137748883,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
167,42224,808,Saturday,6,0.8,0.679166667,5,31.74,0.157529931,Apartment,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
