Key,Date,mmdd,DayOfTheWeek,Area,Distance,Timestamp,Tip,OrderAmount,TipPercent,Housing,GenderOfTipper,Cash/Credit_Tip,Cash/Credit_Order,GenderOfDeliverer,PersonWhoDelivered,Area(text),Latitude,Longitude,month
667,42286,1009,Friday,6,1,0.866666667,5,21.55,0.232018561,Apartment,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
668,42286,1009,Friday,6,1.5,0.866666667,3.2,22.8,0.140350877,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
669,42267,920,Sunday,6,1.2,0.865972222,2,14.65,0.136518771,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
670,42288,1011,Sunday,3,2.6,0.865972222,10,53.83,0.185770017,House,Male,Cash,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
671,42233,817,Monday,4,2.7,0.865277778,4,22.92,0.17452007,House,Male,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
672,42251,904,Friday,4,2.1,0.865277778,4,14.65,0.273037543,House,Male,Cash,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Sep
673,42295,1018,Sunday,5,2.1,0.865277778,5,18.94,0.263991552,House,Female,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Oct
674,42293,1016,Friday,7,3.5,0.864583333,0.93,16.07,0.057871811,House,Male,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
675,42253,906,Sunday,6,1.7,0.863888889,0,24.45,0,House,Male,-,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
676,42303,1026,Monday,1,3.3,0.863888889,2,14.65,0.136518771,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Oct
677,42197,712,Sunday,10,2.5,0.863194444,0,15.27,0,Apartment,Female,-,Cash,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Jul
678,42204,719,Sunday,3,2.2,0.863194444,3.59,24.41,0.147070873,Apartment,Female,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Jul
679,42296,1019,Monday,7,3.6,0.863194444,5,19.27,0.25947068,Apartment,Female,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
680,42204,719,Sunday,3,2.2,0.8625,3,28.44,0.105485232,Apartment,Female,Cash,Credit,Male,Angel,Garden City,43.633857,-116.24628,Jul
681,42213,728,Tuesday,10,4.5,0.8625,4,12.87,0.310800311,House,Male,Cash,Credit,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Jul
682,42244,828,Friday,7,3,0.8625,5.87,41.13,0.142718211,Apartment,Male,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
683,42267,920,Sunday,10,4.9,0.8625,0.13,12.87,0.01010101,House,Female,Cash,Cash,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Sep
684,42246,830,Sunday,3,2.4,0.861805556,1.75,18.25,0.095890411,Apartment,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
685,42265,918,Friday,2,2.2,0.861805556,2,15.71,0.127307447,Apartment,Female,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
686,42217,801,Saturday,10,3.8,0.860416667,5.43,48.57,0.111797406,House,Male,Cash,Cash,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
687,42302,1025,Sunday,9,0.0732955,0.860416667,2,14.01,0.142755175,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
688,42309,1101,Sunday,6,0.8,0.860416667,2,24.71,0.080938891,Apartment,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Nov
689,42210,725,Saturday,9,0.4,0.859722222,5.25,9.77,0.537359263,Apartment,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
690,42206,721,Tuesday,6,0.085,0.859027778,2.5,18.9,0.132275132,House,Female,Cash,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
691,42261,914,Monday,6,0.8,0.859027778,3,26.17,0.114635078,Apartment,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
692,42275,928,Monday,1,2.6,0.859027778,1,8.83,0.113250283,House,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
693,42266,919,Saturday,9,1,0.858333333,3.27,16.73,0.195457262,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
694,42253,906,Sunday,5,1.6,0.857638889,2,25.66,0.077942323,House,Female,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
695,42266,919,Saturday,2,2.5,0.857638889,2,19.9,0.100502513,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
696,42272,925,Friday,7,3.1,0.857638889,3.97,39.03,0.101716628,House,Female,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
697,42279,1002,Friday,4,2.7,0.857638889,4,27.34,0.146305779,House,Female,Credit,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Oct
698,42246,830,Sunday,3,3.2,0.856944444,5,15.72,0.318066158,House,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
699,42267,920,Sunday,6,1.3,0.856944444,2,21.63,0.09246417,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
700,42308,1031,Saturday,3,2.1,0.856944444,0.22,16.78,0.013110846,Apartment,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
701,42254,907,Monday,1,2.5,0.85625,4.16,17.84,0.233183857,House,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Sep
702,42258,911,Friday,2,3.5,0.85625,6.76,18.24,0.370614035,Apartment,Female,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
703,42267,920,Sunday,10,4.1,0.85625,4,25.58,0.156372166,Apartment,Male,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Sep
704,42294,1017,Saturday,6,0.3,0.85625,5.06,14.94,0.338688086,Apartment,Male,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
705,42238,822,Saturday,1,1.9,0.855555556,2,20.57,0.097228974,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
706,42268,921,Monday,6,0.2,0.855555556,5,22.01,0.227169468,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
707,42223,807,Friday,9,0.3,0.854861111,2,12.01,0.166527893,House,Male,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
708,42261,914,Monday,1,3.2,0.854861111,4.55,26.45,0.172022684,House,Female,Cash,Cash,Female,Sammie,North End,43.633105,-116.208304,Sep
709,42294,1017,Saturday,2,2.4,0.854861111,4,47.49,0.084228259,Apartment,Male,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
710,42302,1025,Sunday,7,3,0.854861111,2,15.27,0.130975769,Apartment,Male,Cash,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
711,42204,719,Sunday,9,0.6,0.854166667,6,28.94,0.207325501,House,Male,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
712,42233,817,Monday,2,3,0.854166667,4.13,12.87,0.320901321,Hotel,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
713,42307,1030,Friday,3,2.1,0.854166667,2,32.67,0.061218243,House,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
714,42210,725,Saturday,6,1.1,0.852777778,4.73,15.27,0.309757695,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Jul
715,42246,830,Sunday,6,2.5,0.852777778,2,14.65,0.136518771,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
716,42288,1011,Sunday,3,2.3,0.852777778,2,18.44,0.10845987,Apartment,Male,Cash,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Oct
717,42216,731,Friday,6,1,0.852083333,3.05,17.15,0.177842566,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Jul
718,42230,814,Friday,7,3.2,0.851388889,4,26.83,0.149086843,House,Male,Cash,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
719,42260,913,Sunday,2,2.7,0.851388889,2.62,27.38,0.095690285,Hotel,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
720,42265,918,Friday,5,1.2,0.851388889,2,19.8,0.101010101,House,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
721,42232,816,Sunday,3,2.3,0.850694444,3.7,26.3,0.140684411,House,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
722,42259,912,Saturday,8,7.2,0.850694444,0,23.48,0,House,Male,Credit,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Sep
723,42265,918,Friday,3,2.4,0.850694444,2.37,21.63,0.109570042,Apartment,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Sep
724,42239,823,Sunday,1,2.1,0.85,3,14.1,0.212765957,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
725,42239,823,Sunday,2,2.3,0.85,4.66,24.34,0.191454396,Apartment,Female,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
726,42253,906,Sunday,3,3.2,0.85,3.56,28.44,0.125175809,Hotel,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Sep
727,42272,925,Friday,3,3,0.849305556,3,17.83,0.168255749,Business,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Sep
728,42196,711,Saturday,2,2.9,0.848611111,1,19.96,0.0501002,House,Male,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
729,42232,816,Sunday,3,1.9,0.848611111,3,19.94,0.150451354,Apartment,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
730,42273,926,Saturday,10,4.2,0.848611111,2,18.98,0.105374078,House,Male,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Sep
731,42274,927,Sunday,6,0.6,0.848611111,3,23.12,0.129757785,Apartment,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
732,42301,1024,Saturday,2,2.7,0.848611111,3,11.98,0.250417362,Hotel,Female,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
733,42287,1010,Saturday,3,2.9,0.847916667,2.1,32.9,0.063829787,Hotel,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
734,42287,1010,Saturday,9,0.4,0.847916667,5,17.18,0.291036088,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
735,42288,1011,Sunday,1,3.3,0.847916667,2,15.72,0.127226463,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Oct
736,42289,1012,Monday,1,4.2,0.847916667,3.22,16.78,0.191895113,Apartment,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Oct
737,42300,1023,Friday,3,2.1,0.847916667,5,29.5,0.169491525,House,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
738,42245,829,Saturday,3,3,0.847222222,2,17.28,0.115740741,Apartment,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
739,42266,919,Saturday,5,0.9,0.847222222,4,16.77,0.238521169,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
740,42217,801,Saturday,6,1,0.846527778,2,18.61,0.107469103,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
741,42233,817,Monday,10,5.2,0.846527778,5.17,20.83,0.248199712,House,Male,Cash,Cash,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
742,42274,927,Sunday,2,2.8,0.846527778,4,33.03,0.121102028,Apartment,Male,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
743,42197,712,Sunday,7,3.4,0.845833333,2.35,14.65,0.160409556,Apartment,Female,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Jul
744,42274,927,Sunday,3,2.4,0.845833333,4.48,25.52,0.175548589,Apartment,Female,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Sep
745,42287,1010,Saturday,5,1.9,0.845833333,2,21,0.095238095,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
746,42228,812,Wednesday,2,3.6,0.845138889,3,18.9,0.158730159,Hotel,Female,Cash,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
747,42245,829,Saturday,3,3.1,0.845138889,2,22.08,0.09057971,House,Male,Cash,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
748,42300,1023,Friday,3,2.2,0.845138889,5,27.16,0.184094256,House,Male,Cash,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
749,42239,823,Sunday,6,1.4,0.844444444,2,32.69,0.061180789,House,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
750,42275,928,Monday,7,3.5,0.844444444,3,18.9,0.158730159,Apartment,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
751,42296,1019,Monday,3,2.2,0.844444444,0,27.35,0,Apartment,Female,-,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
752,42225,809,Sunday,1,2.1,0.843055556,4,16.5,0.242424242,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
753,42307,1030,Friday,3,2.6,0.843055556,2.16,17.84,0.121076233,Apartment,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Oct
754,42213,728,Tuesday,2,2.2,0.842361111,2,35.2,0.056818182,Apartment,Female,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
755,42261,914,Monday,6,1,0.842361111,5.1,17.15,0.297376093,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
756,42279,1002,Friday,3,2.3,0.842361111,2.32,20.68,0.112185687,House,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
757,42204,719,Sunday,9,2.4,0.841666667,7.82,17.18,0.455180442,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
758,42232,816,Sunday,6,1.7,0.841666667,2.12,18.88,0.112288136,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
759,42268,921,Monday,1,2.4,0.841666667,3.08,12.92,0.238390093,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
760,42273,926,Saturday,1,3.6,0.841666667,2.98,21.02,0.141769743,Apartment,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Sep
761,42286,1009,Friday,3,2,0.841666667,2.16,17.84,0.121076233,Apartment,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
762,42286,1009,Friday,6,1.4,0.841666667,3,15.71,0.190961171,House,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
763,42233,817,Monday,3,2.4,0.840972222,3.87,16.13,0.239925604,House,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
764,42294,1017,Saturday,6,2.6,0.840972222,3.47,39.53,0.087781432,House,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
765,42272,925,Friday,9,1.2,0.840277778,6,36.61,0.163889648,House,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
766,42281,1004,Sunday,5,1,0.840277778,0.92,22.08,0.041666667,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
767,42295,1018,Sunday,6,0.9,0.840277778,1,20.49,0.048804295,Apartment,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
768,42253,906,Sunday,7,3.4,0.839583333,5,14.65,0.341296928,Apartment,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
769,42273,926,Saturday,5,1.5,0.839583333,2,31.49,0.063512226,House,Female,Cash,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
770,42232,816,Sunday,3,1.4,0.838888889,2,18.68,0.107066381,Apartment,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
771,42273,926,Saturday,4,1.8,0.838888889,1.52,11.48,0.132404181,House,Male,Cash,Cash,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Sep
772,42309,1101,Sunday,2,2.3,0.838888889,3.39,24.61,0.137748883,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Nov
773,42251,904,Friday,1,3.8,0.838194444,5,20.49,0.244021474,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
774,42254,907,Monday,5,1.2,0.838194444,5,21.43,0.233317779,Apartment,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
775,42246,830,Sunday,9,0.4,0.8375,6,27.25,0.220183486,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
776,42302,1025,Sunday,1,2.8,0.8375,1.23,16.77,0.073345259,Apartment,Female,Cash,Cash,Female,Sammie,North End,43.633105,-116.208304,Oct
777,42213,728,Tuesday,3,1.6,0.836805556,4,13.95,0.286738351,House,Female,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Jul
778,42239,823,Sunday,9,1.2,0.836111111,2,21,0.095238095,Apartment,Female,Cash,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
779,42253,906,Sunday,6,0.9,0.836111111,2,20.22,0.098911968,House,Male,Cash,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
780,42258,911,Friday,6,1.8,0.836111111,1,15.71,0.063653724,House,Male,Cash,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
781,42293,1016,Friday,6,2.7,0.836111111,3,34.36,0.087310827,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
782,42295,1018,Sunday,3,2.7,0.836111111,1.73,15.27,0.113294041,Hotel,Female,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Oct
783,42302,1025,Sunday,1,3.3,0.836111111,3.61,14.39,0.250868659,Apartment,Female,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Oct
784,42197,712,Sunday,9,0.4,0.834722222,2,22.06,0.090661831,Apartment,Male,Cash,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
785,42232,816,Sunday,6,2.3,0.834722222,6,12.02,0.499168053,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
786,42246,830,Sunday,6,1,0.834722222,10,58.61,0.170619348,Apartment,Female,Cash,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
787,42246,830,Sunday,3,3.3,0.834722222,2,17.42,0.114810563,House,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Aug
788,42307,1030,Friday,7,2.9,0.834722222,4,18.88,0.211864407,House,Male,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Oct
789,42308,1031,Saturday,2,2.3,0.834722222,3,9.89,0.303336704,House,Male,Cash,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
790,42225,809,Sunday,1,1.8,0.834027778,3.52,11.48,0.306620209,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
791,42251,904,Friday,6,1,0.834027778,3,19.68,0.152439024,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
792,42267,920,Sunday,9,0.3,0.834027778,5,29.47,0.169664065,Apartment,Female,Cash,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
793,42274,927,Sunday,6,2.4,0.833333333,3,12.87,0.233100233,House,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
794,42245,829,Saturday,2,2.3,0.832638889,3.82,17.18,0.222351572,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
795,42223,807,Friday,9,0.8,0.831944444,4,32.67,0.122436486,House,Male,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
796,42238,822,Saturday,1,4.5,0.831944444,5.1,38.9,0.131105398,Apartment,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Aug
797,42246,830,Sunday,6,0.9,0.831944444,6.7,13.3,0.503759398,House,Male,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
800,42245,829,Saturday,3,2.9,0.83125,2.08,25.92,0.080246914,Hotel,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
801,42274,927,Sunday,7,3,0.83125,1,13.39,0.074682599,Apartment,Male,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Sep
802,42204,719,Sunday,6,0.3,0.830555556,1,8.83,0.113250283,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
803,42210,725,Saturday,7,2.7,0.830555556,2.4,16.6,0.144578313,Apartment,Female,Cash,Cash,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Jul
804,42251,904,Friday,8,8.3,0.830555556,5,28.97,0.172592337,House,Male,Credit,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Sep
805,42293,1016,Friday,6,1.1,0.830555556,3,15.72,0.190839695,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
806,42267,920,Sunday,5,1.1,0.829861111,3.05,13.95,0.218637993,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
807,42293,1016,Friday,6,1.2,0.829861111,3,28.16,0.106534091,House,Male,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
808,42308,1031,Saturday,9,0.8,0.829861111,1.34,14.66,0.091405184,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
809,42266,919,Saturday,3,1.5,0.829166667,4,35.41,0.11296244,House,Female,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Sep
810,42268,921,Monday,6,2,0.829166667,2,15.71,0.127307447,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
811,42287,1010,Saturday,3,2.8,0.829166667,3.46,24.54,0.140994295,Hotel,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
812,42267,920,Sunday,2,2.5,0.828472222,4.3,33.7,0.127596439,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
813,42268,921,Monday,6,1.4,0.828472222,5,28.25,0.17699115,Apartment,Female,Cash,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
814,42286,1009,Friday,9,0.6,0.828472222,4,15.97,0.250469631,House,Male,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
815,42294,1017,Saturday,3,2.1,0.828472222,6.1,18.9,0.322751323,House,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
816,42210,725,Saturday,7,2.7,0.827777778,6,35.1,0.170940171,Apartment,Female,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Jul
817,42253,906,Sunday,7,3,0.827777778,1,20.33,0.049188392,Apartment,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
818,42266,919,Saturday,1,3.6,0.827777778,2,14.65,0.136518771,Apartment,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
819,42268,921,Monday,1,3.7,0.827777778,5,97.18,0.051450916,Business,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
820,42232,816,Sunday,4,1.9,0.827083333,2.55,18.45,0.138211382,House,Female,Cash,Cash,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
821,42244,828,Friday,4,4.4,0.827083333,3,25.87,0.115964438,House,Female,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
822,42289,1012,Monday,2,2.1,0.827083333,0,32.9,0,House,Male,-,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
823,42300,1023,Friday,2,2.6,0.827083333,5,18.1,0.276243094,Apartment,Male,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
824,42303,1026,Monday,3,3.2,0.827083333,3,19.05,0.157480315,Business,Female,Cash,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
825,42239,823,Sunday,3,2.7,0.826388889,3,21,0.142857143,Apartment,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
826,42246,830,Sunday,5,0.6,0.826388889,0,23.14,0,Business,Female,-,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
827,42261,914,Monday,6,1.1,0.826388889,3.24,11.86,0.273187184,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
828,42274,927,Sunday,10,2.9,0.826388889,2,15.18,0.131752306,Apartment,Female,Credit,Credit,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Sep
829,42197,712,Sunday,2,2.6,0.825694444,2.35,14.65,0.160409556,House,Female,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
830,42265,918,Friday,6,2.3,0.825694444,2.52,23.48,0.107325383,House,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
831,42301,1024,Saturday,7,2.5,0.825694444,3,23.14,0.129645635,Apartment,Male,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Oct
832,42302,1025,Sunday,3,2.4,0.825694444,3.76,34.24,0.109813084,House,Female,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
833,42265,918,Friday,4,1.8,0.825,3,26.18,0.114591291,House,Female,Credit,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Sep
834,42279,1002,Friday,1,2.2,0.824305556,3,22.08,0.135869565,House,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Oct
